epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.8605824947599473,0.3505841734492663,0.6291356807754885,0.46537415131815096
1,0.001,0.5075150914793092,0.5113824562485771,0.43810847497755484,0.5529771964095345
2,0.001,0.4014132622538543,0.5633108188107491,0.38826529705716717,0.5671769378066358
3,0.001,0.35530486472738465,0.5949840292523106,0.4042492492064353,0.544573184474959
4,0.001,0.3153758309478682,0.6299827431359877,0.2815712072676228,0.665961650580076
5,0.001,0.299163763358341,0.6442396444865455,0.2796063735600441,0.6631620237398621
6,0.001,0.2771987612169933,0.6651357757768879,0.25325749790476215,0.6925154470996129
7,0.001,0.2650018847449039,0.6770223944605464,0.24664652107223387,0.6989802179070398
8,0.001,0.2616610783265858,0.6808749855363602,0.23674146182114078,0.7089899690848265
9,0.001,0.25495876795877287,0.6879791432264534,0.23684073503940337,0.7097462873057482
