epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.9019583226219425,0.33824184668499907,0.6303265777326399,0.48726082044904745
1,0.001,0.5363929248679944,0.49145776998532176,0.4368238987461213,0.5469124772449204
2,0.001,0.4192738111426191,0.5483628062336623,0.4499355165227767,0.5132127281709742
3,0.001,0.36635959523964706,0.5847473843088192,0.341973903198396,0.6075753406881149
4,0.001,0.3300854354733374,0.6135037594404085,0.29706250515676313,0.6472134585343736
5,0.001,0.317370683378805,0.62259638611019,0.2752542663966456,0.6673191763437036
6,0.001,0.29373045199043385,0.644816744044547,0.27115662708397836,0.6670175649303043
7,0.001,0.27501284276566856,0.6614715404217514,0.2506413156947782,0.689154035608205
8,0.001,0.2685713460290335,0.6685995966383032,0.261633342071887,0.6750357230698322
9,0.001,0.24974534521257974,0.6881761323297605,0.22943937105517234,0.7112808031739447
10,0.001,0.24466566026695374,0.6932030662744899,0.2206191656089598,0.7200699361650591
11,0.001,0.23461906315107656,0.7033648456895094,0.22045382160332896,0.7208329812800238
12,0.001,0.22971900673658868,0.7094795717325062,0.21519101423121267,0.7262331020259578
13,0.001,0.22651662919821777,0.712764917472856,0.20788334382157173,0.7330855937934894
14,0.001,0.21520346278945604,0.7233433111700167,0.20854201696572766,0.7320902143572733
15,0.001,0.2174964894851049,0.7214274052876515,0.19984242872845742,0.7417229000132731
16,0.001,0.21373998319230428,0.725211270748102,0.1937584771263984,0.7491100640908911
17,0.001,0.21144567369445552,0.7291974412795492,0.19579858981793927,0.7459620487877036
18,0.001,0.20540320143345894,0.7345060829193865,0.19266304626099526,0.7498056070923019
19,0.001,0.20507268062451992,0.7352406741430874,0.19148099518591358,0.7509606799040986
20,0.001,0.1985356189249977,0.7409430724505353,0.19155018283955513,0.7528702820842683
21,0.001,0.198858616676757,0.7413604316710333,0.1986733302474022,0.7436844435760703
22,0.001,0.1954584367633835,0.7450448259294091,0.18895020383980968,0.7552748809098149
23,0.001,0.1921760892662091,0.7473899572891908,0.18638175064998289,0.7571550934045201
24,0.001,0.19028013311629374,0.7511451375399417,0.20689490257251647,0.7353870320912574
25,0.001,0.18818638298085066,0.7529668158023345,0.20061726315367606,0.7433486601620193
26,0.001,0.1867038495232904,0.7550168172960439,0.18450119394448497,0.7595254974532021
27,0.001,0.18336150531725184,0.7598167787326524,0.2084898482407293,0.7329990795219454
28,0.001,0.18173006189063312,0.7608030484517575,0.18484740860519872,0.7581705841932624
29,0.001,0.17808546852774737,0.7645015956645603,0.1839983286636491,0.7585058130333354
30,0.001,0.1793775617228291,0.7637398587326254,0.1797488852133674,0.7631162877407107
31,0.001,0.17732410120770215,0.7661552409003589,0.18127328590039285,0.7618888221523328
32,0.001,0.17387364177805623,0.7700420936031266,0.1804526769105465,0.7636945701810169
33,0.001,0.17496476888777765,0.767826236765662,0.18415473774075508,0.7574031137482298
34,0.001,0.17514211578461214,0.7678000837260969,0.18577856330140943,0.7578558424005924
35,0.001,0.17233295844701246,0.7710415486349329,0.1742291796591974,0.7698750836801955
36,0.001,0.16840893538986765,0.77527912202096,0.1772029623389244,0.7667956434548207
37,0.001,0.16963027332856404,0.7740038639128194,0.17939347990097537,0.7642029943011234
38,0.001,0.16708342091945128,0.7770969014062922,0.17526662758281153,0.7691689266148906
39,0.001,0.16648660209484217,0.7780803660219874,0.17379655628915755,0.7716830398488672
40,0.001,0.16279886299517096,0.7820611182458153,0.1764857016744152,0.7691712377564777
41,0.001,0.16071271011984445,0.7846836867623459,0.17211120767939475,0.7721500629540985
42,0.001,0.16416066503379403,0.7817469912528769,0.17462531140735071,0.7709556548391784
43,0.001,0.1606641966334688,0.7850946551856619,0.17802706949653163,0.7659863965637123
44,0.001,0.15876660892755035,0.7876062503979507,0.16996860383979737,0.7761312232874998
45,0.001,0.15968048206068636,0.7861518187878093,0.17331807038957073,0.7727399658649559
46,0.001,0.1571810289732809,0.7887575375969648,0.17473828720469628,0.7705494827221266
47,0.001,0.15914287751283102,0.7861944226960961,0.17155206407750806,0.7740570898543662
48,0.001,0.1560566011907124,0.7898455830126072,0.17134939783042477,0.7738779618685292
49,0.001,0.15696359074454966,0.7883574122439734,0.17039169154820905,0.7764482158279621
50,0.001,0.15429071745857958,0.7928579202603934,0.1739902069732066,0.7705514082047489
51,0.001,0.1537028122844735,0.7926961446925835,0.16846684811096038,0.7772078502877366
52,0.001,0.15715629350000282,0.7896764216012107,0.17241984846130495,0.7718393236242987
53,0.001,0.15204999165806343,0.7947975886876769,0.17318671569228172,0.7732297226018555
54,0.001,0.15037941263337445,0.7968325326277026,0.17640647316171276,0.7677737104833682
55,0.001,0.15019178750917195,0.7967917372558789,0.1671211657024199,0.7793855054784387
56,0.001,0.14816573525710805,0.7992218599863382,0.16786949336528778,0.7784198445314167
57,0.001,0.15032096222285332,0.7966655182630012,0.1693380731007745,0.7767462696543916
58,0.001,0.14669168374039293,0.8009770987624396,0.17034161403294532,0.7758810027793298
59,0.001,0.14836576456824938,0.7989646368536447,0.1695499169009347,0.7762089584281304
60,0.001,0.1465706854028915,0.8018299107692541,0.16684476322224062,0.7793597315803439
61,0.001,0.14691373063781396,0.8006567465997572,0.17194984168294938,0.7743537698170507
62,0.001,0.1472940367411792,0.8011222414533969,0.16794089804733953,0.7779394578029054
63,0.001,0.14531586973405466,0.803216451443492,0.1685880648512994,0.777326087165477
64,0.001,0.1436278936945326,0.8055959464874488,0.16679795939595468,0.7790023702810238
65,0.001,0.14431928128488664,0.8053114226599679,0.16585367317161254,0.7805049856505293
66,0.001,0.14490845793388724,0.8036587081805076,0.16823241403025965,0.777866487183069
67,0.001,0.1437762486559104,0.805012436176062,0.1648717222194518,0.781209094893996
68,0.001,0.1426395057602142,0.8072644704788045,0.16773881306571345,0.7779949449423372
69,0.001,0.14178827465549718,0.8070002387831762,0.16608425398026744,0.7806011854432356
70,0.001,0.1393377879952512,0.8104842445896967,0.1674091654919809,0.7790257790582163
71,0.001,0.14065172432399378,0.8081401255299899,0.16649527667510894,0.7800311904733278
72,0.001,0.14145146261870375,0.8085691044105754,0.16514319878432057,0.7812664505101408
73,0.001,0.13876101189875992,0.8108425247179714,0.16527327246242954,0.781484361319473
