epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.1037680753847448,0.2505336334757674,1.0046911076191933,0.30881304324613035
1,0.001,0.9170172149088325,0.38834289904268227,0.8408146423678244,0.42491301653949476
2,0.001,0.7927990994317745,0.4470117619220088,0.741911195939587,0.44454735280102675
3,0.001,0.7005016697131521,0.49044593887802107,0.7327038838017371,0.4434423632066967
4,0.001,0.6326393641349746,0.5219195302406949,0.5847975231947438,0.5639358327549175
5,0.001,0.5853442061480468,0.5451484243109902,0.579244103643202,0.5481870985203758
6,0.001,0.5534464023946747,0.5618766444512854,0.5323511347655328,0.5931652978474351
7,0.001,0.5371361804929206,0.5720179493621196,0.5163202074266249,0.5873932091070063
8,0.001,0.5238345403496812,0.5798308870506235,0.5096217812069,0.6007385466910901
9,0.001,0.5160000696172559,0.5886648350799202,0.495212324684666,0.6146452583417268
