epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.1171737594333122,0.19444041943332774,0.996813561647169,0.338769464904593
1,0.001,0.9354053772077328,0.37386817074833656,0.8706810772418976,0.4005416393808293
2,0.001,0.8110101862651545,0.4232208740709427,0.7499375179890664,0.44018844502122056
3,0.001,0.7059908848467881,0.4712860422428765,0.7114837025442431,0.412602692898852
4,0.001,0.6311356741480711,0.4975017836573441,0.6007525031605074,0.49295928692390223
5,0.001,0.5721064967110874,0.5220521440950089,0.51403244801106,0.5851133905975053
6,0.001,0.5184877271332392,0.5544999386064791,0.5007928407961323,0.5619802110343995
7,0.001,0.4960980810285584,0.5580816566864127,0.46513029308088366,0.5999616311373924
8,0.001,0.45845378874763243,0.5852078065005347,0.4232639761701707,0.6253253616917475
9,0.001,0.44099008249558086,0.5965482357295332,0.41358038831141686,0.6157575569202254
10,0.001,0.42637185364719327,0.6067280381634551,0.4092464206680175,0.6249782842082862
11,0.001,0.41245108334029595,0.6164165578805979,0.4108912209349294,0.630239426367779
12,0.001,0.40033946773870205,0.6293445354925843,0.35785008846752103,0.6749781818892909
13,0.001,0.3881460313753384,0.6428672202963596,0.35141487924322007,0.6766047659142431
14,0.001,0.38020520511923767,0.6480985400829662,0.34600534602519006,0.6884243250263862
15,0.001,0.36872950384045033,0.6605433551458019,0.3517345223696001,0.691011640739072
16,0.001,0.3588847089104536,0.6671661735930823,0.32857716564209233,0.6986289642191934
17,0.001,0.35606061115982085,0.6695323325728878,0.32248993674593585,0.703865431227384
18,0.001,0.34865249881172566,0.6804028501778145,0.33077079538376103,0.6929014525457114
19,0.001,0.34590957004849504,0.6824904540553393,0.31498016537197177,0.7142797956837833
20,0.001,0.3400796323530073,0.6864689099576935,0.3087644822174503,0.7170860277440918
21,0.001,0.3382222332605502,0.6885312389965599,0.3101669518697646,0.7155994949313792
22,0.001,0.33542714298256043,0.6902491377327076,0.3180370616816705,0.7157659812162922
23,0.001,0.3279652493755992,0.6969380922792452,0.30359730773395105,0.7162999432101307
24,0.001,0.32474117465620117,0.7040799121294942,0.3165125318111912,0.7083094608187815
25,0.001,0.3242920624410234,0.7035230816143924,0.2962920997411974,0.7166567561978971
26,0.001,0.31656562688389445,0.7084998992059754,0.29371477254936773,0.7240713031868071
27,0.001,0.31663080813681205,0.7120596627485251,0.3071024088609603,0.6865001997965058
28,0.001,0.31123522426781614,0.7158032910196713,0.29311041918493086,0.7201694048553179
29,0.001,0.30794707116315034,0.7171831567003359,0.2981603813748206,0.7330963206407672
30,0.001,0.30633454818308836,0.7197207934278913,0.29109136591995916,0.7336998477653379
31,0.001,0.309139839093375,0.7172276219186575,0.2875446355150592,0.7258270303845442
32,0.001,0.30386045993101307,0.7252353532831533,0.2932454301945625,0.7376832017970575
33,0.001,0.30320093889788885,0.7262103647913484,0.2862679057063595,0.7260347216377053
34,0.001,0.3019340818490439,0.7267162299913316,0.28502345109178173,0.7203841938947609
35,0.001,0.29592543149866707,0.7299075581247125,0.2779885455965996,0.7484590941463694
36,0.001,0.30034229740863894,0.7279813131774251,0.2808584904959125,0.7457881779097343
37,0.001,0.29545794566714667,0.7335017977792783,0.28348020055601675,0.7421919100727796
38,0.001,0.2927889814221762,0.734920200801844,0.2687443634194712,0.7512227036870504
39,0.001,0.2903456198490732,0.7380361987121401,0.2711327068748013,0.7532607294690482
40,0.001,0.2878404622518919,0.7414445583130659,0.2716355657865924,0.7505328932065192
41,0.001,0.2877079502838414,0.7410657389843051,0.26552185824801844,0.755515213358835
42,0.001,0.28597611267634526,0.741433367922541,0.2711279793612419,0.7524116562271889
43,0.001,0.284299684491584,0.7438860848997046,0.274432182552353,0.7489368562967275
44,0.001,0.28572571707692573,0.7420258615799161,0.2649881983956983,0.7538501013420935
45,0.001,0.28506079110188215,0.7424360085733747,0.26244809454487217,0.7524790082378808
46,0.001,0.2828824836912194,0.745157448464784,0.267848358759957,0.7495567621991649
47,0.001,0.28150287918685896,0.7478521404375877,0.26804189864666234,0.7514535404068726
48,0.001,0.2774319467021198,0.7512261908916776,0.26085747874552206,0.7572038771320283
49,0.001,0.2790784033212235,0.7487440487714991,0.2628442623442219,0.7530688312611327
50,0.001,0.28108848255824265,0.7483591051969221,0.2612618686210725,0.7565587924957841
51,0.001,0.27577902267618876,0.7523915933499796,0.25728097029270663,0.7596835744544432
52,0.001,0.2760733090401665,0.752413805954569,0.25829650413605476,0.7600320776760764
53,0.001,0.2710454247710181,0.7552751671728027,0.2593408140443986,0.7590180549878064
54,0.001,0.27530028028943676,0.7549950566869404,0.2591322013928044,0.759581145973837
55,0.001,0.27384776652343873,0.7561762280825143,0.2658764991548754,0.7522284963335258
56,0.001,0.27327877840375514,0.7549013879062224,0.2565777025395824,0.7613799170357195
57,0.001,0.2711228486604807,0.7596454786524737,0.2557961267809714,0.761467633588245
58,0.001,0.2738550365334604,0.7566500919180416,0.25492181220362264,0.7630084818709189
59,0.001,0.2726763770347688,0.7562673435377413,0.2639222181131763,0.7567908808645817
60,0.001,0.2709755292389451,0.7575066403554176,0.25699596876098263,0.7629904214147637
61,0.001,0.26946203210731834,0.7604557037189975,0.2677376508232086,0.7511069643452606
62,0.001,0.2699345438703289,0.7602434133562865,0.25338032144692635,0.7625034448093368
63,0.001,0.268924476291106,0.7603725891597333,0.25365950383486285,0.7653368559838706
64,0.001,0.26758194199907104,0.7636354108978104,0.25740872972434564,0.763709756985178
65,0.001,0.26547045854291296,0.7634871125344322,0.25181274356380584,0.7667898392861315
66,0.001,0.2651899782865028,0.7618519175019208,0.25167677118893594,0.7645497342077321
67,0.001,0.26407807617168116,0.7656317457352093,0.25654343010917785,0.764764038702445
68,0.001,0.26526816286207217,0.7649714014510997,0.25174467217537666,0.7658708857589478
69,0.001,0.2656089792527804,0.7648927704886634,0.25601233085317,0.7638841140970988
70,0.001,0.26496889714787647,0.7650282421490973,0.2506580143686264,0.7656279551481825
71,0.001,0.26512758288441635,0.7662533131944667,0.2554454135317956,0.7649138435596136
72,0.001,0.2653932753738349,0.7655824325969633,0.25127025429279576,0.7666373075703001
73,0.001,0.2649681337359475,0.7658233212773716,0.2521946910888918,0.7662678103425558
74,0.001,0.2610059135207316,0.7677385863723821,0.2541239809605383,0.7657084809828141
75,0.001,0.26314294774357866,0.767666557601676,0.25357324798260966,0.7659945788163066
76,0.001,0.26274234050415396,0.7677621801698362,0.24906019457886297,0.7694227225886503
77,0.001,0.26143501311298306,0.7663647997743137,0.2549451719368658,0.7650171952700319
78,0.001,0.2616911991461506,0.7687540432277549,0.2495920530730678,0.7671965382822384
79,0.001,0.2619791774124634,0.7687142317189679,0.25092680271594753,0.7661590917203531
80,0.001,0.26348288278511867,0.7684567929448222,0.2522669100473004,0.7650199406606177
81,0.001,0.25931588366506547,0.7710221073195587,0.2486751353548419,0.7668766946728216
82,0.001,0.2614518523337395,0.7703989673002247,0.24906545709217748,0.7674602572499097
83,0.001,0.260971344522829,0.7687961883787133,0.24721052569727744,0.768986707984468
84,0.001,0.2599470841327334,0.7709094704284178,0.2481927511192137,0.7696708326025998
85,0.001,0.25893157411639284,0.7713111150363865,0.25091007832557927,0.7668265116143879
86,0.001,0.2602019690401186,0.7710747474005054,0.25179519936923056,0.7668321854653922
87,0.001,0.25897727034440854,0.7716754237145849,0.25126205697174997,0.7668903594014873
88,0.001,0.26011386301701633,0.7705903491085776,0.25071527905041174,0.7647577057048401
89,0.001,0.26035230958122546,0.7705721063870197,0.24842794912476693,0.7687967112001269
90,0.001,0.26075411581896185,0.7694478666652463,0.24942860391832167,0.7676697713405158
91,0.001,0.2587162293796617,0.7713466750349822,0.24768213591267985,0.7692168536909385
92,0.001,0.25960090162792826,0.7727491707321078,0.2500288846992677,0.7664362059377401
93,0.001,0.2577128532698484,0.7734886351649216,0.25006342222613676,0.7654609324137142
94,0.001,0.25935204278647417,0.7700256903038611,0.24967524337191735,0.7675061607005291
95,0.001,0.25922959031370596,0.77155898550121,0.25215924651392047,0.7659975228856875
